,freq,F_abs_amp
0,0.0,11.984617032799095
1,0.004,11.940069207121743
2,0.008,11.807375228601602
3,0.012,11.589358520666778
4,0.016,11.290642407997485
5,0.02,10.917530075139782
6,0.024,10.477842384990979
7,0.028,9.980719978713797
8,0.032,9.436397192855816
9,0.036000000000000004,8.855954788873923
10,0.04,8.251059622580069
11,0.044,7.633699119691609
12,0.048,7.015916805126781
13,0.052000000000000005,6.409552495249403
14,0.056,5.825985652214473
15,0.06,5.275869991202811
16,0.064,4.768835730821846
17,0.068,4.313124439292929
18,0.07200000000000001,3.9151332650060406
19,0.076,3.5788776274346934
20,0.08,3.3054614136955975
21,0.084,3.0927603664115737
22,0.088,2.9355677847229122
23,0.092,2.826338900135695
24,0.096,2.7564048448458993
25,0.1,2.717268113443594
26,0.10400000000000001,2.701554271526968
27,0.108,2.703475151506589
28,0.112,2.7187999976950934
29,0.116,2.7446391857593166
30,0.12,2.779112692901694
31,0.124,2.8210429514437414
32,0.128,2.8697426125574093
33,0.132,2.924839885898486
34,0.136,2.9861505220584403
35,0.14,3.0535492020366615
36,0.14400000000000002,3.1268639575510773
37,0.148,3.20582230885603
38,0.152,3.2900279004939583
39,0.156,3.3789546734842797
40,0.16,3.4719500084472292
41,0.164,3.5682445796583537
42,0.168,3.666978275849876
43,0.17200000000000001,3.7672423157493435
44,0.176,3.8681311317991867
45,0.18,3.9688112198333365
46,0.184,4.0685965828839565
47,0.188,4.167008079918865
48,0.192,4.2638084877546145
49,0.196,4.359027409142334
50,0.2,4.452975327692852
51,0.20400000000000001,4.546246893423638
52,0.20800000000000002,4.639709422406871
53,0.212,4.734470632041395
54,0.216,4.831838031833958
55,0.22,4.933327629869273
56,0.224,5.040786067143053
57,0.228,5.156958689490811
58,0.232,5.286616364878779
59,0.23600000000000002,5.438734662419776
60,0.24,5.636186621061538
61,0.244,5.931813642760064
62,0.248,6.41517432765513
63,0.252,7.199575854805122
64,0.256,8.390767406767432
65,0.26,10.05751663668957
66,0.264,12.224985102049006
67,0.268,14.885992382376177
68,0.272,18.01391155455882
69,0.276,21.56998734695837
70,0.28,25.506101336342446
71,0.28400000000000003,29.76554216355206
72,0.28800000000000003,34.28335184170056
73,0.292,38.98688914722126
