,freq,F_abs_amp
0,0.0,9.973414957073064
1,0.004,9.936417835344814
2,0.008,9.826206158702258
3,0.012,9.645099842749095
4,0.016,9.396902231911941
5,0.02,9.086807993131876
6,0.024,8.721278944379504
7,0.028,8.3078927130758
8,0.032,7.855170289676376
9,0.036000000000000004,7.372388300311827
10,0.04,6.869382747300846
11,0.044,6.356350221214246
12,0.048,5.843650800359291
13,0.052000000000000005,5.341612587106211
14,0.056,4.860328387166289
15,0.06,4.409422353365855
16,0.064,3.997748444420185
17,0.068,3.632972347465563
18,0.07200000000000001,3.3209964856917376
19,0.076,3.0652554865328376
20,0.08,2.866048382817018
21,0.084,2.720219318772384
22,0.088,2.6214978838377507
23,0.092,2.5615519648233676
24,0.096,2.531433352706921
25,0.1,2.5229486653309667
26,0.10400000000000001,2.5295905443733497
27,0.108,2.546937643530158
28,0.112,2.572651415110978
29,0.116,2.606256703020427
30,0.12,2.6487462843830074
31,0.124,2.7020749966975464
32,0.128,2.7686296791271117
33,0.132,2.8507290792493762
34,0.136,2.9501875989689177
35,0.14,3.0679455025531945
36,0.14400000000000002,3.2038100678988575
37,0.148,3.356352869970603
38,0.152,3.522962920771364
39,0.156,3.700018907105218
40,0.16,3.8831290036472996
41,0.164,4.067397149827647
42,0.168,4.247684464494695
43,0.17200000000000001,4.418848288864338
44,0.176,4.5759520668918485
45,0.18,4.714445168409776
46,0.184,4.83031311277017
47,0.188,4.920204542413244
48,0.192,4.981541214337819
49,0.196,5.012609922052079
50,0.2,5.012634752477574
51,0.20400000000000001,4.981838776071447
52,0.20800000000000002,4.921493803082192
53,0.212,4.83394591214651
54,0.216,4.722620513992675
55,0.22,4.5920139297937075
56,0.224,4.44768445055144
57,0.228,4.29624035866908
58,0.232,4.145297854676205
59,0.23600000000000002,4.00350229216875
60,0.24,3.880735734303549
61,0.244,3.7884790114745996
62,0.248,3.7400509812054197
63,0.252,3.750198551855825
64,0.256,3.8337535023480203
65,0.26,4.003536750442299
66,0.264,4.268213253400452
67,0.268,4.63098618372415
68,0.272,5.089625017446971
69,0.276,5.637477765450008
70,0.28,6.264757966998497
71,0.28400000000000003,6.95960433293248
72,0.28800000000000003,7.708758378889268
73,0.292,8.497963862903255
74,0.296,9.312232972842445
75,0.3,10.136072536178137
76,0.304,10.9537244811449
77,0.308,11.749443046816777
78,0.312,12.50780908564308
79,0.316,13.214067446309647
80,0.32,13.854479417123896
81,0.324,14.416673986993255
82,0.328,14.889974219851194
83,0.332,15.265681416366464
84,0.336,15.53730702857801
85,0.34,15.700745953160997
86,0.34400000000000003,15.754384098915038
87,0.34800000000000003,15.69913630977233
88,0.352,15.538412561154827
89,0.356,15.278010563999212
90,0.36,14.925936613750086
91,0.364,14.492159039302697
92,0.368,13.98830250638102
93,0.372,13.427289964650523
94,0.376,12.82293795986925
95,0.38,12.18951606954156
96,0.384,11.541283722380802
97,0.388,10.892017962723356
98,0.392,10.254549111163525
99,0.396,9.6403372511701
100,0.4,9.059125832147808
101,0.404,8.518704308363969
102,0.40800000000000003,8.024831095536127
103,0.41200000000000003,7.581402714655914
104,0.41600000000000004,7.190924048744996
105,0.42,6.855206675538827
106,0.424,6.576160888646965
107,0.428,6.356516171547602
108,0.432,6.200215220553954
109,0.436,6.11227792487126
110,0.44,6.09809520265531
111,0.444,6.1622740553636
112,0.448,6.307292954431143
113,0.452,6.532479183122683
114,0.456,6.833712411818759
115,0.46,7.20379614959256
116,0.464,7.6333727090979355
117,0.468,8.112125654081241
118,0.47200000000000003,8.629832658115772
119,0.47600000000000003,9.177017027710388
120,0.48,9.745396308552674
121,0.484,10.328215388017538
122,0.488,10.92048124425364
123,0.492,11.519136239444041
124,0.496,12.123063873830446
125,0.5,12.733511597612182
126,0.504,13.354820105042394
127,0.508,13.995369508933234
128,0.512,14.668754992349639
129,0.516,15.394199068483232
130,0.52,16.196311305991546
131,0.524,17.103913543997038
132,0.528,18.14793619983537
133,0.532,19.358564855493057
134,0.536,20.76183253604397
135,0.54,22.376507629116464
136,0.544,24.21175957161517
137,0.548,26.2659653534901
138,0.552,28.52668062820637
139,0.556,30.971504125337727
140,0.56,33.569473896008994
141,0.5640000000000001,36.282639330831906
142,0.5680000000000001,39.06766405644792
143,0.5720000000000001,41.87736556485804
144,0.5760000000000001,44.662179929751126
145,0.58,47.371550037134085
146,0.584,49.955240462822466
147,0.588,52.36459207867265
148,0.592,54.55370806275521
149,0.596,56.48055199795322
