,freq,F_abs_amp
0,0.0,6.672698279090486
1,0.004,6.646706051128678
2,0.008,6.569264813988365
3,0.012,6.441966093266366
4,0.016,6.267413466967011
5,0.02,6.049150767416885
6,0.024,5.791565080588351
7,0.028,5.499767894381604
8,0.032,5.179458331526911
9,0.036000000000000004,4.8367729517316285
10,0.04,4.4781272187610375
11,0.044,4.110053946252083
12,0.048,3.7390438498177736
13,0.052000000000000005,3.3713936443557837
14,0.056,3.013066519792418
15,0.06,2.6695685196265813
16,0.064,2.3458429177284357
17,0.068,2.0461813237423914
18,0.07200000000000001,1.774147640380182
19,0.076,1.53250372486172
20,0.08,1.3231165227865698
21,0.084,1.1468240529927352
22,0.088,1.0032513817671471
23,0.092,0.8906356301502222
24,0.096,0.8058173823949231
25,0.1,0.7445613659972833
26,0.10400000000000001,0.7021901812911122
27,0.108,0.6743480913634836
28,0.112,0.6574921368179341
29,0.116,0.649133832642243
30,0.12,0.6477715136667384
31,0.124,0.6526978126037762
32,0.128,0.6638256273904585
33,0.132,0.6814750453817738
34,0.136,0.7061603749971619
35,0.14,0.7383424432066316
36,0.14400000000000002,0.7782159982811067
37,0.148,0.8256004398658057
38,0.152,0.8799226204600364
39,0.156,0.940259132467851
40,0.16,1.0054159464196601
41,0.164,1.074023613328544
42,0.168,1.1446373113599855
43,0.17200000000000001,1.215826139317246
44,0.176,1.2862429427794113
45,0.18,1.3546817072189066
46,0.184,1.420127286214613
47,0.188,1.4817982566585088
48,0.192,1.5391773826695436
49,0.196,1.5920273436523744
50,0.2,1.6403956079804523
51,0.20400000000000001,1.6846103780106287
52,0.20800000000000002,1.7252689533240466
53,0.212,1.7632156633904859
54,0.216,1.7995064583388607
55,0.22,1.8354177331398074
56,0.224,1.8725388787873234
57,0.228,1.9131078756143816
58,0.232,1.9606282624014977
59,0.23600000000000002,2.0211220455839003
60,0.24,2.1090398422717715
61,0.244,2.2566940165284937
62,0.248,2.515719436594898
63,0.252,2.9440908075389016
64,0.256,3.586337798720214
65,0.26,4.463973700229345
66,0.264,5.580128607025675
67,0.268,6.927526739540738
68,0.272,8.493063481465983
69,0.276,10.259258428793537
70,0.28,12.20439338038071
71,0.28400000000000003,14.302405372905826
72,0.28800000000000003,16.522927870576638
73,0.292,18.83157250951049
74,0.296,21.190445536864914
75,0.3,23.558866217725978
76,0.304,25.894246216424595
77,0.308,28.15309047095922
78,0.312,30.292077369589034
79,0.316,32.26917776262115
80,0.32,34.0447727669823
81,0.324,35.582731795550586
82,0.328,36.851414190031015
83,0.332,37.824560290519386
84,0.336,38.482040490985774
85,0.34,38.81043678075426
86,0.34400000000000003,38.80343844745395
87,0.34800000000000003,38.462039356382
88,0.352,37.79453133307947
89,0.356,36.816294934485846
90,0.36,35.549396493613955
91,0.364,34.02200755545134
92,0.368,32.267669037856706
93,0.372,30.324428232239633
94,0.376,28.23388168328553
95,0.38,26.04016131865578
96,0.384,23.78890359087058
97,0.388,21.526240002331125
98,0.392,19.297839529845483
99,0.396,17.148014741215416
100,0.4,15.118863144662214
101,0.404,13.249339810997226
102,0.40800000000000003,11.57402921364341
103,0.41200000000000003,10.121230635043661
104,0.41600000000000004,8.909947556228522
105,0.42,7.945798153378239
106,0.424,7.217142665652716
107,0.428,6.694279143241483
108,0.432,6.334179533573664
109,0.436,6.0898293822473875
110,0.44,5.9198596506258685
111,0.444,5.794500261348276
112,0.448,5.6969978887413015
113,0.452,5.6216927075750815
114,0.456,5.569742675157331
115,0.46,5.545091208478509
116,0.464,5.552509892723613
117,0.468,5.596623906105934
118,0.47200000000000003,5.681206910464289
119,0.47600000000000003,5.808718532991604
120,0.48,5.98011933752564
121,0.484,6.194995103310485
122,0.488,6.45187712573615
123,0.492,6.748985756873231
124,0.496,7.085108081028988
125,0.5,7.460338880367344
126,0.504,7.876698282739006
127,0.508,8.338819074726297
128,0.512,8.854623391918825
129,0.516,9.43522777960623
130,0.52,10.094243666774837
131,0.524,10.846514836003697
132,0.528,11.706700112580952
133,0.532,12.687786641109993
134,0.536,13.799444605769937
135,0.54,15.04669218509558
136,0.544,16.429060771630343
137,0.548,17.94031241949594
138,0.552,19.56862354176443
139,0.556,21.29706121987471
140,0.56,23.104249350324807
141,0.5640000000000001,24.96511616561662
142,0.5680000000000001,26.85168790418251
143,0.5720000000000001,28.73389821489364
144,0.5760000000000001,30.580404524916837
145,0.58,32.35940246321741
146,0.584,34.03943001000872
147,0.588,35.59015081640537
148,0.592,36.98310036772162
149,0.596,38.1923810640448
150,0.6,39.19529408165424
151,0.604,39.9728923002882
152,0.608,40.51043762636539
153,0.612,40.79775122616664
154,0.616,40.829445849973176
155,0.62,40.60503372810583
156,0.624,40.12890799818064
157,0.628,39.41019881878795
158,0.632,38.4625083441869
159,0.636,37.30353645631263
160,0.64,35.95460791291527
161,0.644,34.440115118069606
162,0.648,32.786894927800205
163,0.652,31.023555835672823
164,0.656,29.179772104176845
165,0.66,27.28556690457272
166,0.664,25.370604089241937
167,0.668,23.46350383080027
168,0.672,21.591197604097903
169,0.676,19.778342705914483
170,0.68,18.046797767641184
171,0.684,16.415164770595407
172,0.6880000000000001,14.898408966377339
173,0.6920000000000001,13.507555965885535
174,0.6960000000000001,12.249450598234043
175,0.7000000000000001,11.12663962797959
176,0.704,10.137430823033743
177,0.708,9.276084858419656
178,0.712,8.533375638344937
179,0.716,7.897460175514909
180,0.72,7.354979975039613
181,0.724,6.891957435226669
182,0.728,6.494725786217298
183,0.732,6.151017962257267
184,0.736,5.850703501584808
185,0.74,5.586072511344527
